Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
"Trigo total";2003/04;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;32000;31700;95100;3000
"Trigo total";2004/05;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;38000;38000;133000;3500
"Trigo total";2005/06;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;29000;29000;101500;3500
"Trigo total";2006/07;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;62800;62800;219800;3500
"Trigo total";2007/08;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;65900;65900;270190;4100
"Trigo total";2008/09;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;63000;63000;195300;3100
"Trigo total";2009/10;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;22470;22470;30000;1335
"Trigo total";2010/11;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;30800;30800;152680;4957
"Trigo total";2011/12;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;37000;37000;129500;3500
"Trigo total";2012/13;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;26000;25100;82830;3300
"Trigo total";2013/14;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;26000;26000;85800;3300
"Trigo total";2014/15;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;84400;84400;320720;3800
"Trigo total";2015/16;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;51300;47160;174490;3700
"Trigo total";2016/17;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;73800;66340;252092;3800
"Trigo total";2017/18;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;5500;5350;20330;3800
"Trigo total";2018/19;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;64704;60859;249522;4100
"Trigo total";2019/20;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;92000;90052;315182;3500
"Trigo total";2020/21;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;92000;85700;299950;3500
"Trigo total";2021/22;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;96000;94267;301654;3200
"Trigo total";2022/23;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;114000;89433;178866;2000
"Trigo total";2023/24;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;57750;50950;91710;1800
"Trigo total";2024/25;"BUENOS AIRES";"GENERAL VILLEGAS";6;392;74600;73700;213730;2900
"Trigo total";2000/01;"BUENOS AIRES";GUAMINI;6;399;45000;45000;131000;2911
"Trigo total";2001/02;"BUENOS AIRES";GUAMINI;6;399;48200;46900;95000;2026
"Trigo total";2002/03;"BUENOS AIRES";GUAMINI;6;399;50000;50000;115000;2300
"Trigo total";2003/04;"BUENOS AIRES";GUAMINI;6;399;42000;41000;73800;1800
"Trigo total";2004/05;"BUENOS AIRES";GUAMINI;6;399;35000;35000;87500;2500
"Trigo total";2005/06;"BUENOS AIRES";GUAMINI;6;399;25200;24800;42140;1699
"Trigo total";2006/07;"BUENOS AIRES";GUAMINI;6;399;40400;40400;88460;2190
"Trigo total";2007/08;"BUENOS AIRES";GUAMINI;6;399;42500;42500;122650;2886
"Trigo total";2008/09;"BUENOS AIRES";GUAMINI;6;399;50000;49500;103800;2097
"Trigo total";2009/10;"BUENOS AIRES";GUAMINI;6;399;37770;37120;57647;1553
"Trigo total";2010/11;"BUENOS AIRES";GUAMINI;6;399;46000;46000;142116;3089
"Trigo total";2011/12;"BUENOS AIRES";GUAMINI;6;399;52000;52000;160700;3090
"Trigo total";2012/13;"BUENOS AIRES";GUAMINI;6;399;43150;43150;133465;3093
"Trigo total";2013/14;"BUENOS AIRES";GUAMINI;6;399;51000;51000;142300;2790
"Trigo total";2014/15;"BUENOS AIRES";GUAMINI;6;399;61000;61000;170500;2795
"Trigo total";2015/16;"BUENOS AIRES";GUAMINI;6;399;50600;50200;135420;2698
"Trigo total";2016/17;"BUENOS AIRES";GUAMINI;6;399;60400;54430;200831;3690
"Trigo total";2017/18;"BUENOS AIRES";GUAMINI;6;399;40700;40400;101000;2500
"Trigo total";2018/19;"BUENOS AIRES";GUAMINI;6;399;46700;46700;149300;3197
"Trigo total";2019/20;"BUENOS AIRES";GUAMINI;6;399;75700;72900;160380;2200
"Trigo total";2020/21;"BUENOS AIRES";GUAMINI;6;399;66700;66700;186760;2800
"Trigo total";2021/22;"BUENOS AIRES";GUAMINI;6;399;74700;74700;238900;3198
"Trigo total";2022/23;"BUENOS AIRES";GUAMINI;6;399;74800;72300;202360;2799
"Trigo total";2023/24;"BUENOS AIRES";GUAMINI;6;399;65800;65700;177390;2700
"Trigo total";2024/25;"BUENOS AIRES";GUAMINI;6;399;65800;65800;184080;2798
"Trigo total";2000/01;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;5000;4000;11600;2900
"Trigo total";2001/02;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;6000;6000;14500;2417
"Trigo total";2002/03;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;12000;11770;22363;1900
"Trigo total";2003/04;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;10000;9800;31360;3200
"Trigo total";2004/05;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;15000;15000;52500;3500
"Trigo total";2005/06;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;13500;13500;51300;3800
"Trigo total";2006/07;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;12000;11600;46400;4000
"Trigo total";2007/08;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;10000;9800;30380;3100
"Trigo total";2008/09;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;8500;8500;29750;3500
"Trigo total";2009/10;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;11030;11030;31921;2894
"Trigo total";2010/11;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;7500;7500;30207;4028
"Trigo total";2011/12;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;9000;9000;37800;4200
"Trigo total";2012/13;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;7400;6200;17360;2800
"Trigo total";2013/14;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;7500;7500;30000;4000
"Trigo total";2014/15;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;6000;5810;16268;2800
"Trigo total";2015/16;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;5000;5000;19500;3900
"Trigo total";2016/17;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;6500;5840;22776;3900
"Trigo total";2017/18;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;5120;5120;15360;3000
"Trigo total";2018/19;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;23000;23000;92000;4000
"Trigo total";2019/20;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;25000;25000;75000;3000
"Trigo total";2020/21;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;20000;20000;84000;4200
"Trigo total";2021/22;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;16560;16560;48024;2900
"Trigo total";2022/23;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;23000;23000;80500;3500
"Trigo total";2023/24;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;22000;22000;66000;3000
"Trigo total";2024/25;"BUENOS AIRES";"HIPOLITO YRIGOYEN";6;406;19000;19000;57000;3000
"Trigo total";2000/01;"BUENOS AIRES";JUNIN;6;413;40000;40000;120000;3000
"Trigo total";2001/02;"BUENOS AIRES";JUNIN;6;413;35000;31000;56000;1806
"Trigo total";2002/03;"BUENOS AIRES";JUNIN;6;413;22000;22000;48400;2200
"Trigo total";2003/04;"BUENOS AIRES";JUNIN;6;413;16000;16000;51200;3200
"Trigo total";2004/05;"BUENOS AIRES";JUNIN;6;413;20000;20000;68000;3400
"Trigo total";2005/06;"BUENOS AIRES";JUNIN;6;413;18000;17900;68020;3800
"Trigo total";2006/07;"BUENOS AIRES";JUNIN;6;413;20500;20500;84050;4100
"Trigo total";2007/08;"BUENOS AIRES";JUNIN;6;413;20500;20500;86100;4200
"Trigo total";2008/09;"BUENOS AIRES";JUNIN;6;413;18000;16500;46200;2800
"Trigo total";2009/10;"BUENOS AIRES";JUNIN;6;413;30950;30950;122230;3949
"Trigo total";2010/11;"BUENOS AIRES";JUNIN;6;413;30500;30500;170090;5577
"Trigo total";2011/12;"BUENOS AIRES";JUNIN;6;413;27000;27000;135000;5000
"Trigo total";2012/13;"BUENOS AIRES";JUNIN;6;413;18350;18350;64225;3500
"Trigo total";2013/14;"BUENOS AIRES";JUNIN;6;413;19000;19000;76000;4000
"Trigo total";2014/15;"BUENOS AIRES";JUNIN;6;413;16000;16000;62400;3900
"Trigo total";2015/16;"BUENOS AIRES";JUNIN;6;413;19860;16860;75870;4500
"Trigo total";2016/17;"BUENOS AIRES";JUNIN;6;413;25300;22740;111426;4900
"Trigo total";2017/18;"BUENOS AIRES";JUNIN;6;413;27469;26969;140239;5200
"Trigo total";2018/19;"BUENOS AIRES";JUNIN;6;413;31000;31000;148800;4800
"Trigo total";2019/20;"BUENOS AIRES";JUNIN;6;413;32000;32000;134400;4200
"Trigo total";2020/21;"BUENOS AIRES";JUNIN;6;413;37000;37000;155400;4200
"Trigo total";2021/22;"BUENOS AIRES";JUNIN;6;413;37200;37200;137760;3703
"Trigo total";2022/23;"BUENOS AIRES";JUNIN;6;413;40800;37400;63580;1700
"Trigo total";2023/24;"BUENOS AIRES";JUNIN;6;413;39000;39000;156000;4000
"Trigo total";2024/25;"BUENOS AIRES";JUNIN;6;413;39000;39000;163800;4200
"Trigo total";2015/16;"BUENOS AIRES";"LA PLATA";6;441;150;135;340;2519
"Trigo total";2016/17;"BUENOS AIRES";"LA PLATA";6;441;100;80;312;3900
"Trigo total";2017/18;"BUENOS AIRES";"LA PLATA";6;441;100;100;450;4500
"Trigo total";2018/19;"BUENOS AIRES";"LA PLATA";6;441;118;103;422;4097
"Trigo total";2019/20;"BUENOS AIRES";"LA PLATA";6;441;250;250;975;3900
"Trigo total";2020/21;"BUENOS AIRES";"LA PLATA";6;441;250;250;950;3800
"Trigo total";2021/22;"BUENOS AIRES";"LA PLATA";6;441;250;250;950;3800
"Trigo total";2022/23;"BUENOS AIRES";"LA PLATA";6;441;250;250;450;1800
"Trigo total";2023/24;"BUENOS AIRES";"LA PLATA";6;441;500;500;2400;4800
"Trigo total";2024/25;"BUENOS AIRES";"LA PLATA";6;441;600;600;2640;4400
"Trigo total";2000/01;"BUENOS AIRES";LAPRIDA;6;448;15550;15550;43400;2791
"Trigo total";2001/02;"BUENOS AIRES";LAPRIDA;6;448;15900;15900;45000;2830
"Trigo total";2002/03;"BUENOS AIRES";LAPRIDA;6;448;14500;12500;23000;1840
"Trigo total";2003/04;"BUENOS AIRES";LAPRIDA;6;448;15800;15800;45850;2902
"Trigo total";2004/05;"BUENOS AIRES";LAPRIDA;6;448;16500;16500;45380;2750
"Trigo total";2005/06;"BUENOS AIRES";LAPRIDA;6;448;13000;13000;24700;1900
"Trigo total";2006/07;"BUENOS AIRES";LAPRIDA;6;448;13000;13000;36400;2800
"Trigo total";2007/08;"BUENOS AIRES";LAPRIDA;6;448;11045;9945;18900;1900
"Trigo total";2008/09;"BUENOS AIRES";LAPRIDA;6;448;9375;9375;16860;1798
"Trigo total";2009/10;"BUENOS AIRES";LAPRIDA;6;448;8170;8170;10403;1273
"Trigo total";2010/11;"BUENOS AIRES";LAPRIDA;6;448;9200;9200;39904;4337
"Trigo total";2011/12;"BUENOS AIRES";LAPRIDA;6;448;7800;7800;28080;3600
"Trigo total";2012/13;"BUENOS AIRES";LAPRIDA;6;448;6200;6200;17980;2900
"Trigo total";2013/14;"BUENOS AIRES";LAPRIDA;6;448;9600;9600;34560;3600
"Trigo total";2014/15;"BUENOS AIRES";LAPRIDA;6;448;7000;6800;18360;2700
"Trigo total";2015/16;"BUENOS AIRES";LAPRIDA;6;448;8200;7800;28080;3600
"Trigo total";2016/17;"BUENOS AIRES";LAPRIDA;6;448;9700;8710;20904;2400
"Trigo total";2017/18;"BUENOS AIRES";LAPRIDA;6;448;10724;10724;36462;3400
"Trigo total";2018/19;"BUENOS AIRES";LAPRIDA;6;448;6300;5300;21730;4100
"Trigo total";2019/20;"BUENOS AIRES";LAPRIDA;6;448;9000;9000;31500;3500
"Trigo total";2020/21;"BUENOS AIRES";LAPRIDA;6;448;9200;9200;38640;4200
"Trigo total";2021/22;"BUENOS AIRES";LAPRIDA;6;448;3919;3919;14460;3690
"Trigo total";2022/23;"BUENOS AIRES";LAPRIDA;6;448;17050;17050;48585;2850
"Trigo total";2023/24;"BUENOS AIRES";LAPRIDA;6;448;19336;19336;67459;3489
"Trigo total";2024/25;"BUENOS AIRES";LAPRIDA;6;448;10714;10714;40713;3800
"Trigo total";2000/01;"BUENOS AIRES";"LAS FLORES";6;455;2300;2300;6210;2700
"Trigo total";2001/02;"BUENOS AIRES";"LAS FLORES";6;455;1600;1370;2400;1752
"Trigo total";2002/03;"BUENOS AIRES";"LAS FLORES";6;455;1500;1330;2390;1797
"Trigo total";2003/04;"BUENOS AIRES";"LAS FLORES";6;455;1940;1830;6770;3699
"Trigo total";2004/05;"BUENOS AIRES";"LAS FLORES";6;455;3000;2900;11310;3900
"Trigo total";2005/06;"BUENOS AIRES";"LAS FLORES";6;455;4500;4500;19800;4400
"Trigo total";2006/07;"BUENOS AIRES";"LAS FLORES";6;455;8000;8000;35200;4400
"Trigo total";2007/08;"BUENOS AIRES";"LAS FLORES";6;455;8500;8050;27370;3400
"Trigo total";2008/09;"BUENOS AIRES";"LAS FLORES";6;455;7000;7000;23100;3300
"Trigo total";2009/10;"BUENOS AIRES";"LAS FLORES";6;455;3680;3680;25210;6851
"Trigo total";2010/11;"BUENOS AIRES";"LAS FLORES";6;455;5000;5000;20650;4130
"Trigo total";2011/12;"BUENOS AIRES";"LAS FLORES";6;455;5500;5500;23100;4200
"Trigo total";2012/13;"BUENOS AIRES";"LAS FLORES";6;455;2146;1046;2824;2700
"Trigo total";2013/14;"BUENOS AIRES";"LAS FLORES";6;455;3570;3570;13920;3899
"Trigo total";2014/15;"BUENOS AIRES";"LAS FLORES";6;455;2000;1850;6660;3600
"Trigo total";2015/16;"BUENOS AIRES";"LAS FLORES";6;455;7930;6680;20040;3000
"Trigo total";2016/17;"BUENOS AIRES";"LAS FLORES";6;455;12500;11220;39270;3500
"Trigo total";2017/18;"BUENOS AIRES";"LAS FLORES";6;455;4000;3920;14504;3700
"Trigo total";2018/19;"BUENOS AIRES";"LAS FLORES";6;455;6876;6463;22814;3530
"Trigo total";2019/20;"BUENOS AIRES";"LAS FLORES";6;455;2825;2712;9143;3371
"Trigo total";2020/21;"BUENOS AIRES";"LAS FLORES";6;455;6800;6520;24124;3700
"Trigo total";2021/22;"BUENOS AIRES";"LAS FLORES";6;455;6959;6889;26173;3799
"Trigo total";2022/23;"BUENOS AIRES";"LAS FLORES";6;455;8096;8016;24669;3077
"Trigo total";2023/24;"BUENOS AIRES";"LAS FLORES";6;455;11979;11858;43052;3631
"Trigo total";2024/25;"BUENOS AIRES";"LAS FLORES";6;455;7918;7838;28846;3680
"Trigo total";2000/01;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;15000;15000;46000;3067
"Trigo total";2001/02;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;14000;12600;29000;2302
"Trigo total";2002/03;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;11000;9900;23760;2400
"Trigo total";2003/04;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;12000;11000;37400;3400
"Trigo total";2004/05;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;14000;14000;56000;4000
"Trigo total";2005/06;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;11000;11000;44000;4000
"Trigo total";2006/07;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;27000;27000;113400;4200
"Trigo total";2007/08;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;28300;28000;117600;4200
"Trigo total";2008/09;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;26500;26500;90100;3400
"Trigo total";2009/10;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;20630;20630;75050;3638
"Trigo total";2010/11;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;21200;21200;107280;5060
"Trigo total";2011/12;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;22200;22200;91020;4100
"Trigo total";2012/13;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;7300;6970;22304;3200
"Trigo total";2013/14;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;8000;8000;28800;3600
"Trigo total";2014/15;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;14710;14710;58840;4000
"Trigo total";2015/16;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;3970;3970;16280;4101
"Trigo total";2016/17;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;19500;17530;75379;4300
"Trigo total";2017/18;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;14174;13854;56801;4100
"Trigo total";2018/19;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;24033;23612;92087;3900
"Trigo total";2019/20;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;28000;27200;103360;3800
"Trigo total";2020/21;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;29100;28400;105080;3700
"Trigo total";2021/22;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;27500;26807;95165;3550
"Trigo total";2022/23;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;23000;13443;24197;1800
"Trigo total";2023/24;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;18500;17500;35000;2000
"Trigo total";2024/25;"BUENOS AIRES";"LEANDRO N. ALEM";6;462;22100;21700;68355;3150
"Trigo total";2024/25;"BUENOS AIRES";LEZAMA;6;466;8750;8750;37625;4300
"Trigo total";2000/01;"BUENOS AIRES";LINCOLN;6;469;35000;35000;99000;2829
"Trigo total";2001/02;"BUENOS AIRES";LINCOLN;6;469;35000;32000;83200;2600
"Trigo total";2002/03;"BUENOS AIRES";LINCOLN;6;469;28000;26700;69420;2600
"Trigo total";2003/04;"BUENOS AIRES";LINCOLN;6;469;29000;27800;97300;3500
"Trigo total";2004/05;"BUENOS AIRES";LINCOLN;6;469;30000;30000;120000;4000
"Trigo total";2005/06;"BUENOS AIRES";LINCOLN;6;469;20000;20000;80000;4000
"Trigo total";2006/07;"BUENOS AIRES";LINCOLN;6;469;33360;33360;143450;4300
"Trigo total";2007/08;"BUENOS AIRES";LINCOLN;6;469;35000;35000;147000;4200
"Trigo total";2008/09;"BUENOS AIRES";LINCOLN;6;469;34000;34000;119000;3500
"Trigo total";2009/10;"BUENOS AIRES";LINCOLN;6;469;48320;48320;155890;3226
"Trigo total";2010/11;"BUENOS AIRES";LINCOLN;6;469;47300;47300;229580;4854
"Trigo total";2011/12;"BUENOS AIRES";LINCOLN;6;469;49500;49350;187530;3800
"Trigo total";2012/13;"BUENOS AIRES";LINCOLN;6;469;17800;14920;46252;3100
"Trigo total";2013/14;"BUENOS AIRES";LINCOLN;6;469;19000;19000;64600;3400
"Trigo total";2014/15;"BUENOS AIRES";LINCOLN;6;469;26080;26080;101710;3900
"Trigo total";2015/16;"BUENOS AIRES";LINCOLN;6;469;23640;21840;85180;3900
"Trigo total";2016/17;"BUENOS AIRES";LINCOLN;6;469;60700;54560;229152;4200
"Trigo total";2017/18;"BUENOS AIRES";LINCOLN;6;469;43500;43090;176669;4100
"Trigo total";2018/19;"BUENOS AIRES";LINCOLN;6;469;51763;50391;191486;3800
"Trigo total";2019/20;"BUENOS AIRES";LINCOLN;6;469;51000;49325;180036;3650
"Trigo total";2020/21;"BUENOS AIRES";LINCOLN;6;469;50300;49000;176400;3600
"Trigo total";2021/22;"BUENOS AIRES";LINCOLN;6;469;53000;51614;180649;3500
"Trigo total";2022/23;"BUENOS AIRES";LINCOLN;6;469;61000;46100;87590;1900
"Trigo total";2023/24;"BUENOS AIRES";LINCOLN;6;469;37000;32500;68250;2100
"Trigo total";2024/25;"BUENOS AIRES";LINCOLN;6;469;49000;48200;149420;3100
"Trigo total";2000/01;"BUENOS AIRES";LOBERIA;6;476;121000;117970;395000;3348
"Trigo total";2001/02;"BUENOS AIRES";LOBERIA;6;476;115700;113350;320000;2823
"Trigo total";2002/03;"BUENOS AIRES";LOBERIA;6;476;100000;92000;192190;2089
"Trigo total";2003/04;"BUENOS AIRES";LOBERIA;6;476;102500;100580;402420;4001
"Trigo total";2004/05;"BUENOS AIRES";LOBERIA;6;476;100500;98490;354560;3600
"Trigo total";2005/06;"BUENOS AIRES";LOBERIA;6;476;90400;89595;331700;3702
"Trigo total";2006/07;"BUENOS AIRES";LOBERIA;6;476;89400;88000;339680;3860
"Trigo total";2007/08;"BUENOS AIRES";LOBERIA;6;476;87300;78000;164400;2108
"Trigo total";2008/09;"BUENOS AIRES";LOBERIA;6;476;73200;72480;224920;3103
"Trigo total";2009/10;"BUENOS AIRES";LOBERIA;6;476;59010;58715;261046;4446
"Trigo total";2010/11;"BUENOS AIRES";LOBERIA;6;476;99930;99010;522330;5276
"Trigo total";2011/12;"BUENOS AIRES";LOBERIA;6;476;90500;89785;493370;5495
"Trigo total";2012/13;"BUENOS AIRES";LOBERIA;6;476;20750;18250;82850;4540
"Trigo total";2013/14;"BUENOS AIRES";LOBERIA;6;476;28200;28200;145800;5170
"Trigo total";2014/15;"BUENOS AIRES";LOBERIA;6;476;44100;41300;147990;3583
"Trigo total";2015/16;"BUENOS AIRES";LOBERIA;6;476;37900;37340;146600;3926
"Trigo total";2016/17;"BUENOS AIRES";LOBERIA;6;476;54800;49260;182262;3700
"Trigo total";2017/18;"BUENOS AIRES";LOBERIA;6;476;47370;47370;213165;4500
"Trigo total";2018/19;"BUENOS AIRES";LOBERIA;6;476;59300;59300;266880;4501
"Trigo total";2019/20;"BUENOS AIRES";LOBERIA;6;476;68000;68000;285840;4204
"Trigo total";2020/21;"BUENOS AIRES";LOBERIA;6;476;80704;80704;388861;4818
"Trigo total";2021/22;"BUENOS AIRES";LOBERIA;6;476;38885;38885;178959;4602
"Trigo total";2022/23;"BUENOS AIRES";LOBERIA;6;476;42232;42232;117522;2783
"Trigo total";2023/24;"BUENOS AIRES";LOBERIA;6;476;48938;48938;244202;4990
"Trigo total";2024/25;"BUENOS AIRES";LOBERIA;6;476;55821;55821;233947;4191
"Trigo total";2000/01;"BUENOS AIRES";LOBOS;6;483;8400;8400;23600;2810
"Trigo total";2001/02;"BUENOS AIRES";LOBOS;6;483;3900;3340;6400;1916
"Trigo total";2002/03;"BUENOS AIRES";LOBOS;6;483;3900;3730;7460;2000
"Trigo total";2003/04;"BUENOS AIRES";LOBOS;6;483;4320;3980;14730;3701
"Trigo total";2004/05;"BUENOS AIRES";LOBOS;6;483;5100;5100;20400;4000
"Trigo total";2005/06;"BUENOS AIRES";LOBOS;6;483;6000;6000;25800;4300
"Trigo total";2006/07;"BUENOS AIRES";LOBOS;6;483;8500;8500;37400;4400
"Trigo total";2007/08;"BUENOS AIRES";LOBOS;6;483;9500;8950;29540;3301
"Trigo total";2008/09;"BUENOS AIRES";LOBOS;6;483;10000;10000;32000;3200
"Trigo total";2009/10;"BUENOS AIRES";LOBOS;6;483;6950;6950;13170;1895
"Trigo total";2010/11;"BUENOS AIRES";LOBOS;6;483;8000;8000;33050;4131
"Trigo total";2011/12;"BUENOS AIRES";LOBOS;6;483;9000;9000;40500;4500
"Trigo total";2012/13;"BUENOS AIRES";LOBOS;6;483;8100;7000;17500;2500
"Trigo total";2013/14;"BUENOS AIRES";LOBOS;6;483;5475;5475;21350;3900
"Trigo total";2014/15;"BUENOS AIRES";LOBOS;6;483;3000;2800;10360;3700
"Trigo total";2015/16;"BUENOS AIRES";LOBOS;6;483;4800;2500;7750;3100
"Trigo total";2016/17;"BUENOS AIRES";LOBOS;6;483;8000;7180;25848;3600
"Trigo total";2017/18;"BUENOS AIRES";LOBOS;6;483;6030;5910;21867;3700
"Trigo total";2018/19;"BUENOS AIRES";LOBOS;6;483;7115;6688;23408;3500
"Trigo total";2019/20;"BUENOS AIRES";LOBOS;6;483;7057;6916;23019;3328
"Trigo total";2020/21;"BUENOS AIRES";LOBOS;6;483;11900;11650;43105;3700
"Trigo total";2021/22;"BUENOS AIRES";LOBOS;6;483;13393;13253;50360;3800
"Trigo total";2022/23;"BUENOS AIRES";LOBOS;6;483;15100;14949;46019;3078
"Trigo total";2023/24;"BUENOS AIRES";LOBOS;6;483;13016;12886;46587;3615
"Trigo total";2024/25;"BUENOS AIRES";LOBOS;6;483;15359;15205;55802;3670
"Trigo total";2000/01;"BUENOS AIRES";LUJAN;6;497;3200;3200;9600;3000
"Trigo total";2001/02;"BUENOS AIRES";LUJAN;6;497;3200;3200;5800;1813
"Trigo total";2002/03;"BUENOS AIRES";LUJAN;6;497;2500;2500;5000;2000
"Trigo total";2003/04;"BUENOS AIRES";LUJAN;6;497;2000;2000;5400;2700
"Trigo total";2004/05;"BUENOS AIRES";LUJAN;6;497;2500;2500;8000;3200
"Trigo total";2005/06;"BUENOS AIRES";LUJAN;6;497;2500;2500;8750;3500
"Trigo total";2006/07;"BUENOS AIRES";LUJAN;6;497;2800;2800;10080;3600
"Trigo total";2007/08;"BUENOS AIRES";LUJAN;6;497;2800;2800;10920;3900
"Trigo total";2008/09;"BUENOS AIRES";LUJAN;6;497;2000;2000;5200;2600
"Trigo total";2009/10;"BUENOS AIRES";LUJAN;6;497;1230;1230;4720;3837
"Trigo total";2010/11;"BUENOS AIRES";LUJAN;6;497;1400;1400;7230;5164
"Trigo total";2011/12;"BUENOS AIRES";LUJAN;6;497;1400;1400;6720;4800
"Trigo total";2012/13;"BUENOS AIRES";LUJAN;6;497;1150;1150;3795;3300
"Trigo total";2013/14;"BUENOS AIRES";LUJAN;6;497;1500;1500;5550;3700
"Trigo total";2014/15;"BUENOS AIRES";LUJAN;6;497;740;740;2660;3595
"Trigo total";2015/16;"BUENOS AIRES";LUJAN;6;497;590;502;1410;2809
"Trigo total";2016/17;"BUENOS AIRES";LUJAN;6;497;900;800;3600;4500
"Trigo total";2017/18;"BUENOS AIRES";LUJAN;6;497;1100;1100;5280;4800
"Trigo total";2018/19;"BUENOS AIRES";LUJAN;6;497;1298;1188;4871;4100
"Trigo total";2019/20;"BUENOS AIRES";LUJAN;6;497;4500;4500;17550;3900
"Trigo total";2020/21;"BUENOS AIRES";LUJAN;6;497;4500;4500;17100;3800
"Trigo total";2021/22;"BUENOS AIRES";LUJAN;6;497;7900;7900;30020;3800
"Trigo total";2022/23;"BUENOS AIRES";LUJAN;6;497;12200;10800;19440;1800
"Trigo total";2023/24;"BUENOS AIRES";LUJAN;6;497;9900;9900;46530;4700
"Trigo total";2024/25;"BUENOS AIRES";LUJAN;6;497;11500;11500;49450;4300
"Trigo total";2014/15;"BUENOS AIRES";MAGDALENA;6;505;960;960;3360;3500
"Trigo total";2015/16;"BUENOS AIRES";MAGDALENA;6;505;766;689;1650;2395
"Trigo total";2016/17;"BUENOS AIRES";MAGDALENA;6;505;400;350;1330;3800
"Trigo total";2017/18;"BUENOS AIRES";MAGDALENA;6;505;167;167;752;4503
"Trigo total";2018/19;"BUENOS AIRES";MAGDALENA;6;505;472;427;1751;4101
"Trigo total";2019/20;"BUENOS AIRES";MAGDALENA;6;505;450;450;1755;3900
"Trigo total";2020/21;"BUENOS AIRES";MAGDALENA;6;505;450;450;1710;3800
