Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
"Trigo total";2000/01;"BUENOS AIRES";"25 DE MAYO";6;854;32000;30800;89000;2890
"Trigo total";2001/02;"BUENOS AIRES";"25 DE MAYO";6;854;16000;13600;23200;1706
"Trigo total";2002/03;"BUENOS AIRES";"25 DE MAYO";6;854;12000;11830;23660;2000
"Trigo total";2003/04;"BUENOS AIRES";"25 DE MAYO";6;854;13680;12480;48670;3900
"Trigo total";2004/05;"BUENOS AIRES";"25 DE MAYO";6;854;16500;16350;67040;4100
"Trigo total";2005/06;"BUENOS AIRES";"25 DE MAYO";6;854;17800;17800;80100;4500
"Trigo total";2006/07;"BUENOS AIRES";"25 DE MAYO";6;854;23000;23000;103500;4500
"Trigo total";2007/08;"BUENOS AIRES";"25 DE MAYO";6;854;26000;25150;90540;3600
"Trigo total";2008/09;"BUENOS AIRES";"25 DE MAYO";6;854;22000;22000;79200;3600
"Trigo total";2009/10;"BUENOS AIRES";"25 DE MAYO";6;854;15320;15320;11280;736
"Trigo total";2010/11;"BUENOS AIRES";"25 DE MAYO";6;854;19000;19000;86330;4544
"Trigo total";2011/12;"BUENOS AIRES";"25 DE MAYO";6;854;21000;21000;98700;4700
"Trigo total";2012/13;"BUENOS AIRES";"25 DE MAYO";6;854;15000;12000;33600;2800
"Trigo total";2013/14;"BUENOS AIRES";"25 DE MAYO";6;854;11000;11000;42900;3900
"Trigo total";2014/15;"BUENOS AIRES";"25 DE MAYO";6;854;26160;25910;95870;3700
"Trigo total";2015/16;"BUENOS AIRES";"25 DE MAYO";6;854;14100;6200;18600;3000
"Trigo total";2016/17;"BUENOS AIRES";"25 DE MAYO";6;854;47900;43060;159322;3700
"Trigo total";2017/18;"BUENOS AIRES";"25 DE MAYO";6;854;37720;37340;147493;3950
"Trigo total";2018/19;"BUENOS AIRES";"25 DE MAYO";6;854;43586;40986;151648;3700
"Trigo total";2019/20;"BUENOS AIRES";"25 DE MAYO";6;854;42080;41238;152962;3709
"Trigo total";2020/21;"BUENOS AIRES";"25 DE MAYO";6;854;50223;49119;191542;3900
"Trigo total";2021/22;"BUENOS AIRES";"25 DE MAYO";6;854;55600;55030;220074;3999
"Trigo total";2022/23;"BUENOS AIRES";"25 DE MAYO";6;854;62732;62094;201377;3243
"Trigo total";2023/24;"BUENOS AIRES";"25 DE MAYO";6;854;50252;49739;192112;3862
"Trigo total";2024/25;"BUENOS AIRES";"25 DE MAYO";6;854;53032;52491;205250;3910
"Trigo total";2000/01;"BUENOS AIRES";"9 DE JULIO";6;588;25000;25000;62500;2500
"Trigo total";2001/02;"BUENOS AIRES";"9 DE JULIO";6;588;10000;9500;21000;2211
"Trigo total";2002/03;"BUENOS AIRES";"9 DE JULIO";6;588;15000;15000;30000;2000
"Trigo total";2003/04;"BUENOS AIRES";"9 DE JULIO";6;588;13000;11800;35400;3000
"Trigo total";2004/05;"BUENOS AIRES";"9 DE JULIO";6;588;24000;24000;100800;4200
"Trigo total";2005/06;"BUENOS AIRES";"9 DE JULIO";6;588;23000;23000;92000;4000
"Trigo total";2006/07;"BUENOS AIRES";"9 DE JULIO";6;588;27000;27000;108000;4000
"Trigo total";2007/08;"BUENOS AIRES";"9 DE JULIO";6;588;26500;26500;84800;3200
"Trigo total";2008/09;"BUENOS AIRES";"9 DE JULIO";6;588;20000;20000;50000;2500
"Trigo total";2009/10;"BUENOS AIRES";"9 DE JULIO";6;588;13460;13460;44170;3282
"Trigo total";2010/11;"BUENOS AIRES";"9 DE JULIO";6;588;20000;20000;113600;5680
"Trigo total";2011/12;"BUENOS AIRES";"9 DE JULIO";6;588;13000;13000;65000;5000
"Trigo total";2012/13;"BUENOS AIRES";"9 DE JULIO";6;588;6170;5670;17010;3000
"Trigo total";2013/14;"BUENOS AIRES";"9 DE JULIO";6;588;8000;8000;38400;4800
"Trigo total";2014/15;"BUENOS AIRES";"9 DE JULIO";6;588;13000;12350;50640;4100
"Trigo total";2015/16;"BUENOS AIRES";"9 DE JULIO";6;588;8000;7200;28800;4000
"Trigo total";2016/17;"BUENOS AIRES";"9 DE JULIO";6;588;57500;51690;217098;4200
"Trigo total";2017/18;"BUENOS AIRES";"9 DE JULIO";6;588;48820;48820;244100;5000
"Trigo total";2018/19;"BUENOS AIRES";"9 DE JULIO";6;588;65329;64601;258404;4000
"Trigo total";2019/20;"BUENOS AIRES";"9 DE JULIO";6;588;45500;45500;204750;4500
"Trigo total";2020/21;"BUENOS AIRES";"9 DE JULIO";6;588;60010;60010;252040;4200
"Trigo total";2021/22;"BUENOS AIRES";"9 DE JULIO";6;588;67211;67211;329250;4899
"Trigo total";2022/23;"BUENOS AIRES";"9 DE JULIO";6;588;64300;64100;160150;2498
"Trigo total";2023/24;"BUENOS AIRES";"9 DE JULIO";6;588;44570;44570;111425;2500
"Trigo total";2024/25;"BUENOS AIRES";"9 DE JULIO";6;588;61700;61700;277450;4497
"Trigo total";2000/01;"BUENOS AIRES";"ADOLFO ALSINA";6;7;94000;94000;265000;2819
"Trigo total";2001/02;"BUENOS AIRES";"ADOLFO ALSINA";6;7;102000;100500;221000;2199
"Trigo total";2002/03;"BUENOS AIRES";"ADOLFO ALSINA";6;7;105000;105000;231000;2200
"Trigo total";2003/04;"BUENOS AIRES";"ADOLFO ALSINA";6;7;89000;89000;133500;1500
"Trigo total";2004/05;"BUENOS AIRES";"ADOLFO ALSINA";6;7;98000;98000;235200;2400
"Trigo total";2005/06;"BUENOS AIRES";"ADOLFO ALSINA";6;7;71000;69400;104000;1499
"Trigo total";2006/07;"BUENOS AIRES";"ADOLFO ALSINA";6;7;59600;59600;107280;1800
"Trigo total";2007/08;"BUENOS AIRES";"ADOLFO ALSINA";6;7;81500;81500;228000;2798
"Trigo total";2008/09;"BUENOS AIRES";"ADOLFO ALSINA";6;7;96000;94000;122350;1302
"Trigo total";2009/10;"BUENOS AIRES";"ADOLFO ALSINA";6;7;77620;73300;84823;1157
"Trigo total";2010/11;"BUENOS AIRES";"ADOLFO ALSINA";6;7;94600;94600;268520;2838
"Trigo total";2011/12;"BUENOS AIRES";"ADOLFO ALSINA";6;7;103600;103600;289900;2798
"Trigo total";2012/13;"BUENOS AIRES";"ADOLFO ALSINA";6;7;79050;79050;244815;3097
"Trigo total";2013/14;"BUENOS AIRES";"ADOLFO ALSINA";6;7;96600;96600;193260;2001
"Trigo total";2014/15;"BUENOS AIRES";"ADOLFO ALSINA";6;7;105600;105600;284940;2698
"Trigo total";2015/16;"BUENOS AIRES";"ADOLFO ALSINA";6;7;85500;85000;229400;2699
"Trigo total";2016/17;"BUENOS AIRES";"ADOLFO ALSINA";6;7;91200;82110;237939;2898
"Trigo total";2017/18;"BUENOS AIRES";"ADOLFO ALSINA";6;7;75600;75600;188940;2499
"Trigo total";2018/19;"BUENOS AIRES";"ADOLFO ALSINA";6;7;81600;81600;244680;2999
"Trigo total";2019/20;"BUENOS AIRES";"ADOLFO ALSINA";6;7;98600;95100;199830;2101
"Trigo total";2020/21;"BUENOS AIRES";"ADOLFO ALSINA";6;7;82600;82600;231220;2799
"Trigo total";2021/22;"BUENOS AIRES";"ADOLFO ALSINA";6;7;120600;120600;409860;3399
"Trigo total";2022/23;"BUENOS AIRES";"ADOLFO ALSINA";6;7;125600;122100;341820;2800
"Trigo total";2023/24;"BUENOS AIRES";"ADOLFO ALSINA";6;7;107600;107600;290520;2700
"Trigo total";2024/25;"BUENOS AIRES";"ADOLFO ALSINA";6;7;107600;107600;301220;2799
"Trigo total";2000/01;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;154350;154350;462000;2993
"Trigo total";2001/02;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;119000;116300;355000;3052
"Trigo total";2002/03;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;118000;112900;281740;2495
"Trigo total";2003/04;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;124000;122800;429450;3497
"Trigo total";2004/05;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;124500;124500;368520;2960
"Trigo total";2005/06;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;111871;111871;325100;2906
"Trigo total";2006/07;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;113970;113970;350025;3071
"Trigo total";2007/08;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;107922;102922;184680;1794
"Trigo total";2008/09;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;92050;91900;166116;1808
"Trigo total";2009/10;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;95480;95480;220117;2305
"Trigo total";2010/11;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;82200;82200;339886;4135
"Trigo total";2011/12;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;70000;70000;299560;4279
"Trigo total";2012/13;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;27870;27870;75439;2707
"Trigo total";2013/14;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;52200;52200;196080;3756
"Trigo total";2014/15;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;69100;62440;162150;2597
"Trigo total";2015/16;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;36410;33410;120276;3600
"Trigo total";2016/17;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;54300;48810;131787;2700
"Trigo total";2017/18;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;44197;44197;176788;4000
"Trigo total";2018/19;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;53110;47110;197891;4201
"Trigo total";2019/20;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;53000;50500;162400;3216
"Trigo total";2020/21;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;56000;56000;255600;4564
"Trigo total";2021/22;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;40317;40317;151686;3762
"Trigo total";2022/23;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;35300;35300;100510;2847
"Trigo total";2023/24;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;40711;40711;185845;4565
"Trigo total";2024/25;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";6;14;49661;49661;198644;4000
"Trigo total";2000/01;"BUENOS AIRES";ALBERTI;6;21;16000;16000;48000;3000
"Trigo total";2001/02;"BUENOS AIRES";ALBERTI;6;21;12000;7200;13000;1806
"Trigo total";2002/03;"BUENOS AIRES";ALBERTI;6;21;11000;10000;22000;2200
"Trigo total";2003/04;"BUENOS AIRES";ALBERTI;6;21;12000;11800;38940;3300
"Trigo total";2004/05;"BUENOS AIRES";ALBERTI;6;21;12000;12000;48000;4000
"Trigo total";2005/06;"BUENOS AIRES";ALBERTI;6;21;12000;12000;54000;4500
"Trigo total";2006/07;"BUENOS AIRES";ALBERTI;6;21;11500;11500;47150;4100
"Trigo total";2007/08;"BUENOS AIRES";ALBERTI;6;21;11500;11500;36800;3200
"Trigo total";2008/09;"BUENOS AIRES";ALBERTI;6;21;11000;10850;31470;2900
"Trigo total";2009/10;"BUENOS AIRES";ALBERTI;6;21;18510;18510;68980;3727
"Trigo total";2010/11;"BUENOS AIRES";ALBERTI;6;21;7200;7200;29740;4131
"Trigo total";2011/12;"BUENOS AIRES";ALBERTI;6;21;12000;11400;57000;5000
"Trigo total";2012/13;"BUENOS AIRES";ALBERTI;6;21;13570;13020;39060;3000
"Trigo total";2013/14;"BUENOS AIRES";ALBERTI;6;21;12000;12000;50400;4200
"Trigo total";2014/15;"BUENOS AIRES";ALBERTI;6;21;5000;4750;19480;4101
"Trigo total";2015/16;"BUENOS AIRES";ALBERTI;6;21;13240;10640;42560;4000
"Trigo total";2016/17;"BUENOS AIRES";ALBERTI;6;21;27600;24800;104160;4200
"Trigo total";2017/18;"BUENOS AIRES";ALBERTI;6;21;25281;25281;126405;5000
"Trigo total";2018/19;"BUENOS AIRES";ALBERTI;6;21;23780;23510;94040;4000
"Trigo total";2019/20;"BUENOS AIRES";ALBERTI;6;21;16700;16700;75150;4500
"Trigo total";2020/21;"BUENOS AIRES";ALBERTI;6;21;22000;22000;92400;4200
"Trigo total";2021/22;"BUENOS AIRES";ALBERTI;6;21;24000;24000;117600;4900
"Trigo total";2022/23;"BUENOS AIRES";ALBERTI;6;21;30800;30600;64260;2100
"Trigo total";2023/24;"BUENOS AIRES";ALBERTI;6;21;19000;19000;57000;3000
"Trigo total";2024/25;"BUENOS AIRES";ALBERTI;6;21;23500;23500;105750;4500
"Trigo total";2000/01;"BUENOS AIRES";ARRECIFES;6;77;9900;9900;26000;2626
"Trigo total";2001/02;"BUENOS AIRES";ARRECIFES;6;77;11500;11500;22000;1913
"Trigo total";2002/03;"BUENOS AIRES";ARRECIFES;6;77;8000;7100;13490;1900
"Trigo total";2003/04;"BUENOS AIRES";ARRECIFES;6;77;6800;6800;21080;3100
"Trigo total";2004/05;"BUENOS AIRES";ARRECIFES;6;77;7000;7000;23100;3300
"Trigo total";2005/06;"BUENOS AIRES";ARRECIFES;6;77;6500;6500;23400;3600
"Trigo total";2006/07;"BUENOS AIRES";ARRECIFES;6;77;18350;18350;69730;3800
"Trigo total";2007/08;"BUENOS AIRES";ARRECIFES;6;77;18500;18500;79550;4300
"Trigo total";2008/09;"BUENOS AIRES";ARRECIFES;6;77;13650;13300;30590;2300
"Trigo total";2009/10;"BUENOS AIRES";ARRECIFES;6;77;7350;7350;33116;4506
"Trigo total";2010/11;"BUENOS AIRES";ARRECIFES;6;77;6200;6200;26252;4234
"Trigo total";2011/12;"BUENOS AIRES";ARRECIFES;6;77;6600;6600;29700;4500
"Trigo total";2012/13;"BUENOS AIRES";ARRECIFES;6;77;4790;4790;13412;2800
"Trigo total";2013/14;"BUENOS AIRES";ARRECIFES;6;77;4950;4950;20295;4100
"Trigo total";2014/15;"BUENOS AIRES";ARRECIFES;6;77;4180;4080;14280;3500
"Trigo total";2015/16;"BUENOS AIRES";ARRECIFES;6;77;12920;12320;49280;4000
"Trigo total";2016/17;"BUENOS AIRES";ARRECIFES;6;77;24200;21750;95700;4400
"Trigo total";2017/18;"BUENOS AIRES";ARRECIFES;6;77;21050;21050;90515;4300
"Trigo total";2018/19;"BUENOS AIRES";ARRECIFES;6;77;21660;21217;93355;4400
"Trigo total";2019/20;"BUENOS AIRES";ARRECIFES;6;77;26200;25854;103416;4000
"Trigo total";2020/21;"BUENOS AIRES";ARRECIFES;6;77;25400;25400;101600;4000
"Trigo total";2021/22;"BUENOS AIRES";ARRECIFES;6;77;25561;25561;122693;4800
"Trigo total";2022/23;"BUENOS AIRES";ARRECIFES;6;77;32900;29100;58200;2000
"Trigo total";2023/24;"BUENOS AIRES";ARRECIFES;6;77;21450;21450;98670;4600
"Trigo total";2024/25;"BUENOS AIRES";ARRECIFES;6;77;27000;27000;121500;4500
"Trigo total";2000/01;"BUENOS AIRES";AYACUCHO;6;42;11000;10750;32200;2995
"Trigo total";2001/02;"BUENOS AIRES";AYACUCHO;6;42;7000;6600;17500;2652
"Trigo total";2002/03;"BUENOS AIRES";AYACUCHO;6;42;5000;4400;8360;1900
"Trigo total";2003/04;"BUENOS AIRES";AYACUCHO;6;42;6500;6200;22320;3600
"Trigo total";2004/05;"BUENOS AIRES";AYACUCHO;6;42;6000;5880;20580;3500
"Trigo total";2005/06;"BUENOS AIRES";AYACUCHO;6;42;5500;5450;20170;3701
"Trigo total";2006/07;"BUENOS AIRES";AYACUCHO;6;42;5500;5400;19980;3700
"Trigo total";2007/08;"BUENOS AIRES";AYACUCHO;6;42;5300;4800;12000;2500
"Trigo total";2008/09;"BUENOS AIRES";AYACUCHO;6;42;4300;4240;12300;2901
"Trigo total";2009/10;"BUENOS AIRES";AYACUCHO;6;42;3470;3440;13261;3855
"Trigo total";2010/11;"BUENOS AIRES";AYACUCHO;6;42;3800;3750;18202;4854
"Trigo total";2011/12;"BUENOS AIRES";AYACUCHO;6;42;3000;2970;13959;4700
"Trigo total";2012/13;"BUENOS AIRES";AYACUCHO;6;42;1000;1000;3600;3600
"Trigo total";2013/14;"BUENOS AIRES";AYACUCHO;6;42;3800;3800;17480;4600
"Trigo total";2014/15;"BUENOS AIRES";AYACUCHO;6;42;3500;3320;12284;3700
"Trigo total";2015/16;"BUENOS AIRES";AYACUCHO;6;42;2900;2700;10800;4000
"Trigo total";2016/17;"BUENOS AIRES";AYACUCHO;6;42;11400;10240;31744;3100
"Trigo total";2017/18;"BUENOS AIRES";AYACUCHO;6;42;1345;1345;5111;3800
"Trigo total";2018/19;"BUENOS AIRES";AYACUCHO;6;42;1600;1600;6400;4000
"Trigo total";2019/20;"BUENOS AIRES";AYACUCHO;6;42;4800;4800;18240;3800
"Trigo total";2020/21;"BUENOS AIRES";AYACUCHO;6;42;11800;11800;50740;4300
"Trigo total";2021/22;"BUENOS AIRES";AYACUCHO;6;42;12000;12000;54000;4500
"Trigo total";2022/23;"BUENOS AIRES";AYACUCHO;6;42;13170;13170;23825;1809
"Trigo total";2023/24;"BUENOS AIRES";AYACUCHO;6;42;10000;10000;45000;4500
"Trigo total";2024/25;"BUENOS AIRES";AYACUCHO;6;42;11780;11780;58900;5000
"Trigo total";2000/01;"BUENOS AIRES";AZUL;6;49;74000;72000;252000;3500
"Trigo total";2001/02;"BUENOS AIRES";AZUL;6;49;72000;70800;215000;3037
"Trigo total";2002/03;"BUENOS AIRES";AZUL;6;49;63000;60500;139150;2300
"Trigo total";2003/04;"BUENOS AIRES";AZUL;6;49;64000;62500;256250;4100
"Trigo total";2004/05;"BUENOS AIRES";AZUL;6;49;63000;61700;240630;3900
"Trigo total";2005/06;"BUENOS AIRES";AZUL;6;49;58000;57500;241500;4200
"Trigo total";2006/07;"BUENOS AIRES";AZUL;6;49;57000;56000;246400;4400
"Trigo total";2007/08;"BUENOS AIRES";AZUL;6;49;52800;44500;80550;1810
"Trigo total";2008/09;"BUENOS AIRES";AZUL;6;49;43600;43140;129600;3004
"Trigo total";2009/10;"BUENOS AIRES";AZUL;6;49;33500;33335;156172;4685
"Trigo total";2010/11;"BUENOS AIRES";AZUL;6;49;33400;33095;169140;5111
"Trigo total";2011/12;"BUENOS AIRES";AZUL;6;49;29700;29390;144150;4905
"Trigo total";2012/13;"BUENOS AIRES";AZUL;6;49;21700;19200;68910;3589
"Trigo total";2013/14;"BUENOS AIRES";AZUL;6;49;25000;25000;128675;5147
"Trigo total";2014/15;"BUENOS AIRES";AZUL;6;49;34500;32300;118910;3681
"Trigo total";2015/16;"BUENOS AIRES";AZUL;6;49;32110;31680;129711;4094
"Trigo total";2016/17;"BUENOS AIRES";AZUL;6;49;47600;42780;162564;3800
"Trigo total";2017/18;"BUENOS AIRES";AZUL;6;49;45220;45220;189924;4200
"Trigo total";2018/19;"BUENOS AIRES";AZUL;6;49;43546;43546;174324;4003
"Trigo total";2019/20;"BUENOS AIRES";AZUL;6;49;52000;52000;177120;3406
"Trigo total";2020/21;"BUENOS AIRES";AZUL;6;49;59180;59180;272424;4603
"Trigo total";2021/22;"BUENOS AIRES";AZUL;6;49;45119;45119;189316;4196
"Trigo total";2022/23;"BUENOS AIRES";AZUL;6;49;30551;30551;82101;2687
"Trigo total";2023/24;"BUENOS AIRES";AZUL;6;49;41665;41665;209104;5019
"Trigo total";2024/25;"BUENOS AIRES";AZUL;6;49;36050;36050;158400;4394
"Trigo total";2000/01;"BUENOS AIRES";"BAHIA BLANCA";6;56;45500;45500;79000;1736
"Trigo total";2001/02;"BUENOS AIRES";"BAHIA BLANCA";6;56;52000;52000;96000;1846
"Trigo total";2002/03;"BUENOS AIRES";"BAHIA BLANCA";6;56;52000;50500;85850;1700
"Trigo total";2003/04;"BUENOS AIRES";"BAHIA BLANCA";6;56;52500;42500;51050;1201
"Trigo total";2004/05;"BUENOS AIRES";"BAHIA BLANCA";6;56;57500;49500;107525;2172
"Trigo total";2005/06;"BUENOS AIRES";"BAHIA BLANCA";6;56;46500;35500;22690;639
"Trigo total";2006/07;"BUENOS AIRES";"BAHIA BLANCA";6;56;39000;39000;44800;1149
"Trigo total";2007/08;"BUENOS AIRES";"BAHIA BLANCA";6;56;33700;31800;58795;1849
"Trigo total";2008/09;"BUENOS AIRES";"BAHIA BLANCA";6;56;33535;15945;10684;670
"Trigo total";2009/10;"BUENOS AIRES";"BAHIA BLANCA";6;56;31980;15360;10642;693
"Trigo total";2010/11;"BUENOS AIRES";"BAHIA BLANCA";6;56;20900;17300;23931;1383
"Trigo total";2011/12;"BUENOS AIRES";"BAHIA BLANCA";6;56;21800;11900;12795;1075
"Trigo total";2012/13;"BUENOS AIRES";"BAHIA BLANCA";6;56;6634;6634;8624;1300
"Trigo total";2013/14;"BUENOS AIRES";"BAHIA BLANCA";6;56;16100;16100;33810;2100
"Trigo total";2014/15;"BUENOS AIRES";"BAHIA BLANCA";6;56;16000;15540;26418;1700
"Trigo total";2015/16;"BUENOS AIRES";"BAHIA BLANCA";6;56;8680;8480;22048;2600
"Trigo total";2016/17;"BUENOS AIRES";"BAHIA BLANCA";6;56;16400;14740;28006;1900
"Trigo total";2017/18;"BUENOS AIRES";"BAHIA BLANCA";6;56;10940;10940;19692;1800
"Trigo total";2018/19;"BUENOS AIRES";"BAHIA BLANCA";6;56;12000;12000;33600;2800
"Trigo total";2019/20;"BUENOS AIRES";"BAHIA BLANCA";6;56;10750;10148;13192;1300
"Trigo total";2020/21;"BUENOS AIRES";"BAHIA BLANCA";6;56;16000;16000;35200;2200
"Trigo total";2021/22;"BUENOS AIRES";"BAHIA BLANCA";6;56;10747;10747;12896;1200
"Trigo total";2022/23;"BUENOS AIRES";"BAHIA BLANCA";6;56;10379;10379;20140;1940
"Trigo total";2023/24;"BUENOS AIRES";"BAHIA BLANCA";6;56;11170;8750;8750;1000
"Trigo total";2024/25;"BUENOS AIRES";"BAHIA BLANCA";6;56;11663;11663;26317;2256
"Trigo total";2000/01;"BUENOS AIRES";BALCARCE;6;63;90000;87600;300000;3425
"Trigo total";2001/02;"BUENOS AIRES";BALCARCE;6;63;91000;89200;270000;3027
"Trigo total";2002/03;"BUENOS AIRES";BALCARCE;6;63;79000;76500;175260;2291
"Trigo total";2003/04;"BUENOS AIRES";BALCARCE;6;63;80500;78700;330780;4203
"Trigo total";2004/05;"BUENOS AIRES";BALCARCE;6;63;80000;78350;305570;3900
"Trigo total";2005/06;"BUENOS AIRES";BALCARCE;6;63;72000;71280;306500;4300
"Trigo total";2006/07;"BUENOS AIRES";BALCARCE;6;63;70600;69400;303450;4372
"Trigo total";2007/08;"BUENOS AIRES";BALCARCE;6;63;70000;62600;182020;2908
"Trigo total";2008/09;"BUENOS AIRES";BALCARCE;6;63;57700;57130;194580;3406
"Trigo total";2009/10;"BUENOS AIRES";BALCARCE;6;63;47550;47295;204471;4323
"Trigo total";2010/11;"BUENOS AIRES";BALCARCE;6;63;40600;40020;213923;5345
"Trigo total";2011/12;"BUENOS AIRES";BALCARCE;6;63;36000;35655;199178;5586
"Trigo total";2012/13;"BUENOS AIRES";BALCARCE;6;63;13430;13430;59218;4409
"Trigo total";2013/14;"BUENOS AIRES";BALCARCE;6;63;16800;16800;87720;5221
"Trigo total";2014/15;"BUENOS AIRES";BALCARCE;6;63;33000;31200;112020;3590
"Trigo total";2015/16;"BUENOS AIRES";BALCARCE;6;63;11175;10755;51333;4773
"Trigo total";2016/17;"BUENOS AIRES";BALCARCE;6;63;40500;36400;134680;3700
"Trigo total";2017/18;"BUENOS AIRES";BALCARCE;6;63;38700;38700;170280;4400
"Trigo total";2018/19;"BUENOS AIRES";BALCARCE;6;63;46096;46096;202822;4400
"Trigo total";2019/20;"BUENOS AIRES";BALCARCE;6;63;41000;41000;168450;4109
"Trigo total";2020/21;"BUENOS AIRES";BALCARCE;6;63;49684;49684;244462;4920
"Trigo total";2021/22;"BUENOS AIRES";BALCARCE;6;63;30580;30580;146880;4803
"Trigo total";2022/23;"BUENOS AIRES";BALCARCE;6;63;31630;31630;100384;3174
"Trigo total";2023/24;"BUENOS AIRES";BALCARCE;6;63;34185;34185;170143;4977
"Trigo total";2024/25;"BUENOS AIRES";BALCARCE;6;63;42086;42086;184778;4390
"Trigo total";2000/01;"BUENOS AIRES";BARADERO;6;70;13000;13000;27300;2100
"Trigo total";2001/02;"BUENOS AIRES";BARADERO;6;70;14500;14500;22000;1517
"Trigo total";2002/03;"BUENOS AIRES";BARADERO;6;70;10000;10000;15000;1500
"Trigo total";2003/04;"BUENOS AIRES";BARADERO;6;70;8150;8150;24450;3000
"Trigo total";2004/05;"BUENOS AIRES";BARADERO;6;70;7900;7900;23700;3000
"Trigo total";2005/06;"BUENOS AIRES";BARADERO;6;70;7700;7700;25410;3300
"Trigo total";2006/07;"BUENOS AIRES";BARADERO;6;70;12850;12850;47550;3700
"Trigo total";2007/08;"BUENOS AIRES";BARADERO;6;70;13100;13100;55020;4200
"Trigo total";2008/09;"BUENOS AIRES";BARADERO;6;70;9150;8650;14705;1700
"Trigo total";2009/10;"BUENOS AIRES";BARADERO;6;70;4700;4700;19660;4183
"Trigo total";2010/11;"BUENOS AIRES";BARADERO;6;70;4100;4100;17783;4337
"Trigo total";2011/12;"BUENOS AIRES";BARADERO;6;70;4350;4350;19140;4400
"Trigo total";2012/13;"BUENOS AIRES";BARADERO;6;70;3600;3600;10440;2900
"Trigo total";2013/14;"BUENOS AIRES";BARADERO;6;70;3950;3950;15800;4000
"Trigo total";2014/15;"BUENOS AIRES";BARADERO;6;70;5100;5000;17500;3500
"Trigo total";2015/16;"BUENOS AIRES";BARADERO;6;70;4750;4400;18040;4100
"Trigo total";2016/17;"BUENOS AIRES";BARADERO;6;70;13500;12130;52159;4300
"Trigo total";2017/18;"BUENOS AIRES";BARADERO;6;70;20040;20040;86172;4300
"Trigo total";2018/19;"BUENOS AIRES";BARADERO;6;70;18914;18914;81330;4300
"Trigo total";2019/20;"BUENOS AIRES";BARADERO;6;70;12500;12500;50000;4000
"Trigo total";2020/21;"BUENOS AIRES";BARADERO;6;70;12000;12000;46800;3900
"Trigo total";2021/22;"BUENOS AIRES";BARADERO;6;70;28550;28550;134185;4700
"Trigo total";2022/23;"BUENOS AIRES";BARADERO;6;70;23410;20860;43806;2100
"Trigo total";2023/24;"BUENOS AIRES";BARADERO;6;70;24500;24500;110210;4498
"Trigo total";2024/25;"BUENOS AIRES";BARADERO;6;70;24726;24726;106209;4295
"Trigo total";2000/01;"BUENOS AIRES";"BENITO JUAREZ";6;84;52500;51090;163000;3190
"Trigo total";2001/02;"BUENOS AIRES";"BENITO JUAREZ";6;84;49000;48100;138000;2869
"Trigo total";2002/03;"BUENOS AIRES";"BENITO JUAREZ";6;84;43000;40500;87080;2150
"Trigo total";2003/04;"BUENOS AIRES";"BENITO JUAREZ";6;84;52000;51300;205200;4000
"Trigo total";2004/05;"BUENOS AIRES";"BENITO JUAREZ";6;84;49000;48000;177600;3700
"Trigo total";2005/06;"BUENOS AIRES";"BENITO JUAREZ";6;84;45000;44550;160380;3600
"Trigo total";2006/07;"BUENOS AIRES";"BENITO JUAREZ";6;84;45000;44200;167960;3800
"Trigo total";2007/08;"BUENOS AIRES";"BENITO JUAREZ";6;84;44000;37000;66600;1800
"Trigo total";2008/09;"BUENOS AIRES";"BENITO JUAREZ";6;84;39100;38695;112230;2900
"Trigo total";2009/10;"BUENOS AIRES";"BENITO JUAREZ";6;84;30650;30490;114709;3762
"Trigo total";2010/11;"BUENOS AIRES";"BENITO JUAREZ";6;84;34000;33700;168792;5009
"Trigo total";2011/12;"BUENOS AIRES";"BENITO JUAREZ";6;84;30000;29700;157410;5300
